review,labels,flight_delay_cancellation,checkin_boarding_process,baggage_issues,inflight_experience,pricing_fees,online_booking,date
Ice cold customer service. Charge heavily for regular baggage even for the standard carry on bag that is ok with all international airlines. They are just here to take your money. Worst experience ever Never ever flying with them No flight meals and no movies. They just want to reach you from point A to B after taking all your money for every little thing they can find. Flight was purchased on kiwi and was supposed to be United but they had a tie up with Play Airlines. Flight went back to the gate after boarding and delayed by 1 hour so missed connecting flight,flight_delay_cancellation_negative | checkin_boarding_process_negative | pricing_fees_negative,-1,-1,0,0,-1,0,2025-11-25 13:48:09.937987597
In the last past years Air Namibia has improved a lot the service and its a very affordable and worthy airline. I flew from Windhoek to Cape Town several times this year and the service was very good. Staff were friendly and food quite good as well drinks. Since 2013 Air Namibia has improved and I strongly recommend.,inflight_experience_positive | pricing_fees_positive,0,0,0,1,1,0,2025-11-25 13:53:55.607121424
Overnight flight from Delhi to Hong Kong. A cabin crew was recklessly moving the meal trolley by hitting my seat arm rest and spilled a glass of coke on myself. She didnt attempt to do any damage control except some tissue paper on me. Wanted to speak to a manger but she brought in another colleague who offered no real help. Ultimately lodged a complaint via CX web site but their complaint handling process wasnt up to scratch either.,inflight_experience_negative,0,0,0,-1,0,0,2025-11-25 13:59:41.276255251
Today I was scheduled to fly from GSP to MCO. The flight was delayed twice before being canceled all unbeknownst to me I received no notifications no emails nothing there was no screen display for the flight at the gate either and the only reason I found out it was delayed was another passenger asked about the notifications theyd received. The flight was canceled after I got home to wait for the delay again no notifications. I called the customer service number to be on hold for over 40min before deciding to do the callback option. Four hours later no callback. Silver customer care emails are initially answered by a bot. I contacted United and got a refund. Booked with another airline. What a shame. Flew this airlinesame destination a year ago with no issues,flight_delay_cancellation_negative,-1,0,0,0,0,0,2025-11-25 14:05:26.945389078
I called a month ago about our flights being cancelled. Was told to call back no later then July 1st to change flight dates at no cost. Called back that date and they told me I had to pay 2150 More then what I already paid. Asked agent to speak with a supervisor and she refuse to let me talk on one for about 30 minutes stating that my call wasnt important enough for that. Finally talked to supervisor and told me that i still needed to pay and that they dont do refunds so if I want to use my already paid tickets I need to pay evermore then the original tickets. Do not recommend anyone buying from them.,flight_delay_cancellation_negative | pricing_fees_negative,-1,0,0,0,-1,0,2025-11-25 14:11:12.614522904
Our holiday involved four Singapore Airline flights Sydney to Frankfurt via Singapore and return. I bought and paid for four preferred seats. I have replacement knees and whilst they slightly limit my mobility they do not adversely impact on my upper body strength or general fitness. The preferred seats would have given me more leg freedom. I purchased the preferred seats online and disclosed that I had a mobility problem. The tickets were sold with full disclosure by me. On the flights we were refused the seats. It was then explained to me that it was the decision of the Cabin Crew on the day whether a person could occupy the preferred seats or not. We were moved further back down both aircraft and other people were seated in the preferred seats at no cost to themselves. It seems that the cabin crew make a decision whether the people in preferred seats are fit enough to assist other passengers in the event of an emergency. A total farce really because they do allow women with babies to utilise these spaces. So much for being fit enough to assist On the last flight the senior Cabin Crew person indicated she was submitting a report to assist me in having the money returned. I wrote to Singapore Airlines in late August. My email was acknowledged then no further contact was received. I rang the Sydney office today and was told the money would not be refunded because the Airlines has a Not NegotiableNo Refund policy on preferred seat sales. My point is that those seats should not have been sold to anyone without a clear indication that it was a decision for the Cabin Crew on the day. It was unpleasant sitting well back watching other people enjoying the seats I paid for. I will never fly Singapore Airlines again.,checkin_boarding_process_negative | inflight_experience_negative | pricing_fees_negative,0,-1,0,-1,-1,0,2025-11-25 14:16:58.283656731
Funchal to Ponta Delgada. Half of the passengers got through the gate on to the bus then we had to go back to the terminal and start boarding again 15 minutes later. Finally we were on our way 45 minutes delayed. Flight on a Q400 they offered sandwiches with cookie and drinks and wine. Professional cabin crew.,flight_delay_cancellation_negative | checkin_boarding_process_negative | inflight_experience_positive,-1,-1,0,1,0,0,2025-11-25 14:22:43.952790558
Nadi to Melbourne on one of their Boeing 737800s. The journey was almost 6 hours and I felt cramped as it is a much smaller aircraft to the A330s they sometimes operate to Sydney and Melbourne. There was no wifi which wasnt really a significant issue but there were no individual IFE screens only overheads showing two films of the airlines choice in intervals of the flight. Cabin service was ok and the meal was dinner which also wasnt bad.,inflight_experience_negative,0,0,0,-1,0,0,2025-11-25 14:28:29.621924385
Biz seat is fine for the price service is good staff very attentive. The only bad point is the poor quality of the IFE but with an IPOD and a good book you dont care From Paris it was good catering. Biz bed is great for a night flight a duvet pillow and you can ask when you want to dine. Good flight on time.,inflight_experience_positive,0,0,0,1,0,0,2025-11-25 14:34:15.291058211
London to Islamabad via Dubai. This was probably my worst experience ever with any airline I have ever traveled with. On my flight from London to Dubai I was asked to move my stuff from my handcarry to my checkin baggage and was charged a lot for the extra weight in my checkedin bag. Later I had a layover at Dubai airport before my final destination. Just before boarding the person at the gate charged me more than 150 for my handcarry again when I told him specifically that I was charged at the London airport to move the weight to my checked in bag. The staff was extremely rude and apparently were even charging people who bought stuff from the dutyfree shop. It seemed like Emirates was in desperate need of some extra cash. Since the flight was about to depart nobody could really do much. There was a lot of anger and frustration. I was charged twice for almost the amount of a new ticket and it did not make any sense. I am still unable to understand why and how the handcarry at London airport that met the weight need especially after moving the stuff to the checked in bag and paying for it was charged again at the Dubai airport In short this really was my last time to choose Emirates to fly with. I am extremely disappointed in an airline that used to be one of my favorites. I will never use their services again.,checkin_boarding_process_negative | baggage_issues_negative | pricing_fees_negative,0,-1,-1,0,-1,0,2025-11-25 14:40:00.960192038
Thank you very much for providing me with a horrible service and ruining my honeymoon. I used Hawaiian airlines for interisland transfers and they were never on time always late. I had a day trip to Maui and they started loading cargos after all passengers had completed boarding thankfully it only took about 20 minutes or so. On 072322 there was an issue on a plane and all passengers had to deplane and take another flight. i planned a day trip to Kauai departing Honolulu at 7am and coming back at 6 pm. however because of the delay now i have to cancel all booked activities. The airplane is still not departing as of 72322 840 am. One good thing about Hawaiian airlines is they are very consistent they are very consistent in providing well below average service. They dont let you down when providing poor services. They are never sorry for anything. I have another upcoming island excursion to the big island. i hope not to get the same consistent service.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-25 14:45:46.629325865
Danang to Yangon via Bangkok. As good as it gets in economy class. Small aircraft A319 and A320. Flights punctual. Checkin smooth and both Boarding Passes issued simultaneously though on 2 different tickets. In Danang no lounge was offered. In Bangkok their lounge is spacious and a relief. Onboard special meal offered and delivered to perfection. Other 2 options of hot food available. Soft drinks hot drinks and wine and beer offered only 1 brand of each though. Courtesy upgraded from seat 20A to 3A on first flight the seats are the same. FA professional and caring. Food quality so so and portions were small. Additional food was available and provided on request. IFE onboard ridiculous some lowrate hidden camera clips were shown in plenum from ceiling monitors. Transfer and transit smooth. Busgating in Bangkok arrival and departure was not convenient. But in Danang it was better as we walked straight onto the aircraft. I have had 9 trips with this airline and have now through their FFP Programme earned myself a domestic 1way travel in Thailand. Cannot really fault this airline they are a bit more pricy than LCCs but it is worth it as they are service minded provide free luggage allowance and are generally good,checkin_boarding_process_positive | inflight_experience_positive | pricing_fees_positive,0,1,0,1,1,0,2025-11-25 14:51:32.298459692
Seoul to Ho Chi Minh City. This is the coldest airport staff that I have ever met. Anyway aside from attitude I have been flying with different airlines and usually they will let me check in my luggage as long as it does not exceed the weight limits. It happens that I brought along 2 small luggages this time. They only let me check in 1 luggage which weights less than 6kg my entitlement is 23kg and advise have to pay for another one. I decided to hand carry the other luggage and ended up throwing away a few newly bought cosmetic as the airport guy does not let me bring to the plane. So I travelled all the way to Korea pay for the goods and come back empty handed. Very good strategy the squeeze tourist money,checkin_boarding_process_negative | baggage_issues_negative | pricing_fees_negative,0,-1,-1,0,-1,0,2025-11-25 14:57:17.967593518
Los Angeles to Barcelona. No and if you do do not say you were not warned. They have changed since they started having financial problems. They will get more money from you than you originally planned. Its their new thing. I read all the notices. I weighed my bags. They still got me for 880 in addition to the amount I booked for two tickets. They added upgrades without my approval. I was not given upgrades I had even with an email proof. They were rude. They handled everything horribly. There were painfully long delays that were caused by the airlines incompetence. Im really good at traveling on economy airlines. I dont need food and water. I dont need a lot of room. But I expect to be treated with respect and I do not expect to be scammed. And forget about working things out with their customer service department after the fact. They have nothing to gain from refunding you diddly. If you are flying to Barcelona take TAP same price but they are a real airline. You have been warned.,pricing_fees_negative | checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,-1,0,2025-11-25 15:03:03.636727345
Other than an hour delay for departure waiting for a few transfer bags the flight was excellent. Old 737. Ancient actually. But plush seats and great service. Welcome aboard drinks. Drinks and lunch about 30 min after take off. Delicious mezze and choice of chicken mixed grill or salmon. Chicken was tasty and pasta good. FA served you with a smile and genuine hospitality. Seats are old style so dont recline a lot and the footrest was broken. Inflight entertainment was minimal so I watched Netflix on my phone. Arrived an hour late. Priority bags off in 20 min. Value was great as i paid 250 and then a 200 upgrade offer. Good job Egyptair.,flight_delay_cancellation_negative | inflight_experience_positive | pricing_fees_positive,-1,0,0,1,1,0,2025-11-25 15:08:49.305861172
Awful experience has us waiting for our delayed flight for three hours at 10pm on a Friday night just for it to be cancelled and us to be told the only alternate flight was the next day at 1pm which will cause me to miss my sisters wedding that I was flying to Melbourne to attend. No other help or compensation offered,flight_delay_cancellation_negative,-1,0,0,0,0,0,2025-11-25 15:14:34.974994999
Montreal to Cancun. Sunwing confirmed to us and on several occasions over the past week they have reimbursed us for our entire trip as it was impossible for us to travel due to the Covid19. As we had not received the reimbursement we contacted them today to find out what was going on and they told us that ultimately they were not going to reimburse us even though we had a verbal and email agreement reimbursement.,flight_delay_cancellation_negative | pricing_fees_negative,-1,0,0,0,-1,0,2025-11-25 15:20:20.644128825
ParisLAX The plane was immaculate staff friendly and food was fabulous We were given a menu two hot meals and snacks during the flight. If we needed something else we were able to go to the galley and ask for ice cream or drinks at no charge. It was a long flight from Paris to LA but it was very comfortable and didnt feel like 12 hours because of the service.,inflight_experience_positive,0,0,0,1,0,0,2025-11-25 15:26:06.313262652
Worst company ever avoid at all costs. Loaded a full plane with passengers on a delayed schedule. Machine and air conditioning were not functioning. Temperatures were beyond belief. Kept everyone on the plane in those conditions for 30 minutes with no respect for wellbeing of passengers. Crew acted like they knew nothing. Captain made no announcement. Proceeded to offload everyone and then provided no info for 30 minutes. Plane had technical issues and was unable to depart. Passengers were made to wait for a new plane.,flight_delay_cancellation_negative | inflight_experience_negative,-1,0,0,-1,0,0,2025-11-25 15:31:51.982396479
Bangkok to San Francisco via Shanghai. What a nightmare. Staff did not recognize my Star alliance status and told me to que with the rest of the chaotic crowd. Seats are tight and the food is less than mediocre. To make matters worse you have to go through customs in Shanghai even though you are transiting. Never again,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-25 15:37:37.651530306
Tokyo Haneda to Los Angeles. The late flight at 11 pm was terrible my wife and I were told that there was no food after departure before going to sleep. After wake up we found the food selection limited and the service for us was nonexistent. The business class seats were old and uncomfortable. This is my last flight on this airline.,inflight_experience_negative,0,0,0,-1,0,0,2025-11-25 15:43:23.320664133
Maputo to Rio de Janeiro via Doha. I had an excellent flight with Qatar Airways. Special thanks to Ms Divya and Ms Sherry who both rendered an excellent service with a lot of dignity and attention to details. Excellent airline.,inflight_experience_positive | checkin_boarding_process_positive,0,1,0,1,0,0,2025-11-25 15:49:08.989797959
It is 4th time in a row . And every flight had a delay. We missed our transfer at Tanzania. And no responsible to communicate. No staff speaks English also in check in the worker put different seats as we applied together as a couple. Terrible services,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-25 15:54:54.658931786
Dubai to London Heathrow. We were coming back from Dhaka via Dubai EK003 20th Feb 2019. My 3 year old son felt sick and been vomiting several times. My wife and I were standing front of the aircraft to get some air one of the flight attendants Maria came forward to ask if we need anything She bought cleaning tissues and bag to hold for my son. She check up on us half an hour later. Another attendant lady offered 3 seats back of the aircraft as its spacious and the toilet was nearby. The FA check back on us again and she wanted to call doctor as my son was not responding and was sluggish. She took the name of the anti vomit medicine we gave him. Later she arrange to call Doctor on board. Fortunately found this GP from England and he checked my son and assured that he will be fine. On his advice we sat and let him sleep. We would like to give big thank you to the flight attendant for her genuine concern care and great service. Even though on our flight service London to Dubai and Dhaka was poor I would like to say this individual did amazing job. Thanks to the Doctor too.,inflight_experience_positive,0,0,0,1,0,0,2025-11-25 16:00:40.328065613
Flight was to depart at 9.15am and boarding to start at 8.45. I arrived at the gate at 8.50 to find no one at the counter. The boarding agent came back to the gate at 8.55 and told myself and another passenger we would not be permitted on the plane as the door was already closed. She cancelled my flight and put me down as a no show so that I could not get a refund. I have reached out to their guest relations numerous times with no response. This company is by far the worst. Save your money and pay a little more for a company that cares about their customers.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-25 16:06:25.997199440
Booked on a flight from CPT to JNB. At check in I was told my flight had been delayed by 2 hours. Without asking they changed me to a British Airways flight at no extra cost. Even though I did not get to fly with them Im more than happy to book with them in the future given their excellent customer service.,flight_delay_cancellation_positive | checkin_boarding_process_positive,1,1,0,0,0,0,2025-11-25 16:12:11.666333266
The plane was antiquated my footrest box under the TV was so contorted my seat would not recline into a lieflat without me getting up and trying to manipulate it whilst using the control panel. I tried to engage the cabin crew but they seemed indifferent and just shrugged their shoulders. The power supplies are completely useless as they are in a confined dark spot which you need your phone torch to be able to see do not bring an oversized electric plug the ones you get with most laptops nowadays as it will simply not fit. I ended up using two travel adaptors to extend the the power plug which I then wedged with my mobile phone. The skychef is a complete gimmick. They simply arrange food on a plate and are totally inflexible. I asked if I could have my meal a little later than scheduled but was met with a stern no. I have photos of the defective footrests and the power supply.,inflight_experience_negative,0,0,0,-1,0,0,2025-11-25 16:17:57.335467093
My transit stop in Istanbul which was 1.5 hours according to my ticket. We discovered in the airport that our trip was cancelled and we have to wait extra 9 hours for the next plane. The customer service mentioned that this is the rule in Turkish Airlines as they have the right to change the time of their trips without informing the customers and they are not responsible for how and where the customers will spend the periods of change. We had to sit in the airport without any care from their side from 9 am till 820 PM.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-25 16:23:43.004600920
On 25.4.19 we booked our flight for a 3day trip to Arequipa from Lima with Peruvian. The flight got canceled due to bad weather that happens. The solution Peruvian offered was a flight 2 days later No compensation for the lost time the extra effort the missed tours not even a hotel to stay for the night or transport. It was 11pm when the flight got canceled announcement was Spanish only just FYI and midnight until we could leave the airport. Well thanks for that. Peruvian is a mere joke of an airline on behalf the customer. Avoid at all costs,flight_delay_cancellation_negative,-1,0,0,0,0,0,2025-11-25 16:29:28.673734747
Manchester to Ercan via Dalaman paid for extra legroom at MAN and these seats were good as they did have a lot of extra space. Flight left on time and checkin was good. However there was a problem with the Cabin Crew in that they did not speak very good English and their announcements were very difficult to understand. Given that most of the people on board were English their lack of their ability to speak our language was very bad. Meal we were supplied with was alright and we were given plenty of drinks. Stopover in Dalaman was a bit tedious and no one came near us when the Crew changed over not offered any refreshments on the flight over. Return flight was OK but the reception at Ercan Airport was disgusting. We were waiting in a queue at 3.30 in the morning and the ground staff were just laughing at us all standing waiting to be processed. On the whole the flights were OK and the service on board but their lack of speaking English was I feel disrespectful. However the flights were on time but long particularly having to wait for approx. 45 minutes in Dalaman before travelling onwards to Ercan.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-25 16:35:14.342868573
I have flown with Reginal Express or REX as known locally several times previously. Last Thursday 14th February 2019 I boarded a flight back home to Adelaide from Mount Gambier where I had been on a business trip. I was greeted by Carly who was our flight attendant for the flight. I was pleasantly surprised by her level of service and professionalism. I can say every other time I had flown REX the service was good although on this day it was outstanding. She made everybody on board feel welcome she provided snacks and drinks to all passengers and walked the aisle regularly to enquire if any of the passengers required anything Id like to personally congratulate her on her level of service well done I would highly recommend REX to anyone flying regionally within Australia.,inflight_experience_positive,0,0,0,1,0,0,2025-11-25 16:41:00.012002400
Toronto to Stansted. This was my first flight with Primera Air. I can only summarise as awful. The return flight to London delayed about 2 and a half hours. Ive received 3 different emails from them which were giving completely contradictory information about the delays. I had to wait 128 minutes for luggage to arrive Awful service. Never again I use this airline. The crews attitude and approach were awful and the way I was dealt with cannot put in words. The only good thing about this airline was the planes were new and under one year. Otherwise there are many customer relation issues with the Primera. When we were awaiting our luggage at the Stansted Airport no airline representative was available to talk and discuss the issue. We did try to ring the airline but unfortunately no one picked up the phone. I advise anyone to wish to travel to Canada for not using this airline. They charge for everything but the service doesnt worth a penny Please dont throw away your money.,flight_delay_cancellation_negative | baggage_issues_negative | pricing_fees_negative,-1,0,-1,0,-1,0,2025-11-25 16:46:45.681136227
Surabaya to Jakarta. Their ground service was good enough I checked in easily and didnt take time too long. The aircraft was perfect clean comfort and without noise. I slept before take off and got the aircraft had already landed at Jakarta later. I couldnt ask for more than this one also with their cheap ticket price. Thank you Citilink,checkin_boarding_process_positive | inflight_experience_positive | pricing_fees_positive,0,1,0,1,1,0,2025-11-25 16:52:31.350270054
Sofia to London. A good overall experience. Departure experience let down by poor airport lounge in Sofia and complete failure to honour priority boarding. Flight experience generally good and arrival experience at Heathrow very good and efficient.,checkin_boarding_process_negative | inflight_experience_positive,0,-1,0,1,0,0,2025-11-25 16:58:17.019403881
Boarding at Frankfurt was on time but without priority boarding for business class passengers. Food served was rather minimalist but tasted well far better than the Foodmaker salads they used to serve. Unfortunately the cutlery on Brussels Airlines flights is nowadays bamboo cutlery which doesnt give a pleasant feeling when eating. Why cant they serve meals with metal cutlery in business class as other airlines do. They serve champagne in business class a cheap one Duval Leroy but luckily one that tastes quite well. I was offered several refills by the SN crew which on this flight was surprisingly friendly where often SN crews can be really grumpy,checkin_boarding_process_negative | inflight_experience_negative | inflight_experience_positive,0,-1,0,1,0,0,2025-11-25 17:04:02.688537707
I had a terrible experience with this airline it was undoubtedly the worst Ive ever flown with. My flight was delayed by three hours which was highly inconvenient as I had to catch another flight right after. I requested the staff to book me on an alternate flight but their service was incompetent and careless. Based on my experience I do not recommend it.,flight_delay_cancellation_negative | checkin_boarding_process_negative,-1,-1,0,0,0,0,2025-11-25 17:09:48.357671534
Nadi to Adelaide. Ground service very good very fast check in. Business class lounge was new nicely decorated and well stocked with foodsnacks drinks and newspapers. Only thing loud music. Flight a very tired and old plane seats very uncomfortable for a 6 hours flight. Seat controls did not work properly. Personal space was pretty cramped sleeping impossible. Blanket an small pillow were provided. No amenity kit. Service was OK nothing special the same for food. Very small portions and service was over within les than 1 hour after takeoff. We had expected more reading other reviews. That this flight is a direct one is a plus however for better seats and service I would not mind a stop.,inflight_experience_negative | checkin_boarding_process_positive,0,1,0,-1,0,0,2025-11-25 17:15:34.026805361
Warsaw to Abu Dhabi via Berlin Tegel. This airline has awful customer service when things go wrong. On June 30 our 21.50 flight transfer to Abu dhabi got cancelled until 16.00hr the following day but it actually took off even later by 2 hours. My wife and I arrived in Abu Dhabi 20 hours late minus our checked in cases. We filed a lost luggage report. We filed 2 complaints on Air Berlins site and tried to find out luggage on their tracer but nothing seems to work. The number they gave us didnt work and the pir number finds no match. We know our luggage is sitting in a store in Berlin. Weve sent the baggage tags which the checkin should have changed for the delayed flight to Abu Dhabi but they told us to keep the old ones. We have been trying for days to contact Air Berlin to no avail as have Etihad their partner from Abu Dhabi. No contact at all. Ive set up a facebook group to share their tales of woe and Air Berlin threatened to block me on their social media for doing so. Inflight service is fine but their ground staff and customer service are the worst Ive encountered in hundreds of flights with different airlines. Theyve lost my custom and my wifes.,flight_delay_cancellation_negative | baggage_issues_negative | inflight_experience_negative,-1,0,-1,-1,0,0,2025-11-25 17:21:19.695939188
MEL BWT return relatively easy checkin boarding. On short 1 hour flight teacoffee nibbles served by friendly FA. A minor problem was in the different configuration of the aircraft all are Saab 340. On outward flight there were overhead lockers above the 2 seat side of the aircraft but on the return when we had extra carryon there was none. Fortunately the flight was only half full so we could store it under the next seat. They do a good job for a regional airline.,checkin_boarding_process_positive | inflight_experience_positive,0,1,0,1,0,0,2025-11-25 17:27:05.365073014
We got a vacation of a lifetime and upgraded to business class on the way out of Toronto. Of course Air Canada didnt miss an opportunity to ruin this experience. We boarded our first plane got comfortable and then noticed that its getting increasingly hot and were not really going anywhere. Then the plane went dead and rebooted itself. At this point the captain announced that were having trouble with the air conditioning and the plane would be rebooted again. After an hour or so on the plane we were told we need to get off but not go too far away since they need to reset the AC and cant do it with us on the plane and itll take about 30 minutes. Then we got delayed by another 30 minutes. Then by 30 minutes more. All this time we had to hang around the loud noisy crowded gate to ensure we dont miss boarding. Turns out we didnt need to worry because the flight eventually got delayed by three more hours for a total of 6.5 hour delay. We did fly out on a second plane but well past midnight. To add insult to injury Air Canada refused to provide any compensation for the disruption claiming it was unforeseen safety issue.,flight_delay_cancellation_negative | checkin_boarding_process_negative | inflight_experience_negative,-1,-1,0,-1,0,0,2025-11-25 17:32:51.034206841
New York JFK to Dusseldorf via London Heathrow. The online checkin was fast and easy. The choice of seats free of charge was very poor even the plane was halffull. The checkin baggage organization in JFK was a mess. Long lines with no priority for members. You should arrive min 2hours before the boarding otherwise you will miss your flight. The staff in the plane more less accabtable. My hand luggage got misplaced in the plane I think somebody just remove it. I asked the staff and at least they found my hand luggage. Recommendation to BA staff behaved partly unacceptable. Beverages and seat comfort in total okay.,checkin_boarding_process_negative | baggage_issues_negative | inflight_experience_negative,0,-1,-1,-1,0,0,2025-11-25 17:38:36.703340668
Los Angeles to London Heathrow return. Outbound First Class return Club World. A380 both sectors awesome aircraft. Firstly BA flight deck crews are awesome. Totally professional and you know that they are tremendous pilots. The cabin crew on both sectors were polite friendly and professional. Their service was excellent. I wasnt feeling well on the out bound flight and I didnt eat anything so I cant comment on the food. On the return flight in Club World the food was very good no complaints there. The seats were comfortable although the Club World cabin felt cramped. I was in 53K which is a window rear facing bulk head seat. As it was a daytime flight the noise coming from the galley didnt bother me but I think it would be an issue on night flights. I hope BA change their business class seating for something like AA business class on their 777300s. BA business class is really dated and I said it felt cramped. My BIG issue and this isnt entirely BAs fault was the over zealous security screening at Heathrow. I was pulled aside for screening 3 times. I dont mind extensive in depth security but to be screened 3 times was excessive. I am enrolled in and pay for TSA Pre Check and if British Airways would participate in this program it would save a lot of angst. Other than that the overall BA experience was totally acceptable.,inflight_experience_negative | inflight_experience_positive | checkin_boarding_process_negative,0,-1,0,1,0,0,2025-11-25 17:44:22.372474495
I take a Flight from Duesseldorf to Hong Kong. Online checkin not possible. Checkin on Counter are ok staff are friendly but seated in the last Row. During the flight the cabin was very cold. Crew only provide a second blanket. The food was served almost cold because I sit in the last row. Uncomfortable seating opposite the Lavatory and in front of the kitchen.,checkin_boarding_process_negative | inflight_experience_negative,0,-1,0,-1,0,0,2025-11-25 17:50:08.041608321
Corfu to Gatwick. MT 1026 outbound flight within half an hour of take off with various free magazines and newspapers I was offered a complimentary breakfast and a bottle of wine. Drop down flight monitors provided good information about arrival time and the outside temperature. MT 1027 Arrived at the airport and almost immediately Thomas Cook reps had vanished tiny airport. Flight was on time service was very poor on board when the food came round I was told that I would have to pay for anything I wanted even though I stated I did not have to pay from the UK. I was really annoyed by this double standard on board nobody seemed to care. A Thomas cook holiday costing nearly eight hundred pounds should include free food and beverages both ways. It seemed I as a passenger didnt matter during the rush to get back to the UK they couldnt even be bothered to switch on the flight destination screens. I was sent an email asking for my review and I am still waiting for some feedback. If it were my business I would want to know good or bad comments and then improve the shortfalls.,inflight_experience_negative | pricing_fees_negative | checkin_boarding_process_negative,0,-1,0,-1,-1,0,2025-11-25 17:55:53.710742148
We recently flew from London to Bologna the aircraft was full and they requested that people place their cabin bags into the hold with checked in luggage to save space. So we did when we arrived my carry on bag which has accompanied me on many flights over the past 3 years was damaged and beyond repair or use for our further journeys. So I approached the damagedlost baggage area lodged a claim and provided all the evidence explained that we were continuing to travel and needed to replace the bag asap. I was advised by the representatives to ring BA service line. Made the call spoke about replacing the bag and what was reasonable and did that and submitted a claim. Well it is still going despite replacing the bag with a cheaper version the total cost has not been refunded. They instead asked me to produce receipts from 3 years ago and then offered me half the money due to depreciation. Despite a good flight etc have this ongoing angst of the money they refused to refund.,baggage_issues_negative,0,0,-1,0,0,0,2025-11-25 18:01:39.379875975
Chengdu to Taipei. I actually heard myself say out loud well into the flight that I will never fly this airline again. I fly a lot. Sometimes the service is great sometimes not so great sometimes the food is actually good sometimes its just barely edible and I dont really care and I never complain. But there was something about the rudeness the abruptness of the staff that just annoyed me. I felt singled out as a westerner. Their English wasnt the best which for an airline is unusual but I speak some Mandarin so I can get around that and and usually Chinese seem to appreciate that. Not so this lot. The food was awful. Some kind of rancid pork fat suffusing the rice. I have a return flight today which I would lose the money on and I am at least this time mentally prepared. I certainly wont be getting on hungry. Nor will I be expecting a relaxing glass of wine and a smile from the girls. Are they actually trained like this Something isnt right.,inflight_experience_negative | checkin_boarding_process_negative,0,-1,0,-1,0,0,2025-11-25 18:07:25.049009802
Kathmandu to Gatwick via Dubai. Emirates are mis selling these flights. The Kathmandu to Dubai leg is with FlyDubai their budget airline. No mention is made of this when booking the tickets. The flight between Dubai and Gatwick was great as you would expect and the FlyDubai was fine for a budget airline BUT I didnt realise I was booking a budget airline. Its in a totally different terminal with minimal facilities and you need to allow 1 hour to transfer. If I was only travelling between Dubai and Kathmandu fine but I had a 5 hour wait in a sparse terminal after an overnight flight. Then was on a budget flight no offer of even water until we were 1 hour into the flight. No problem with budget airlines if its what I choose but I and everyone I spoke to about the second flight felt wed been tricked by Emirates.,online_booking_negative | inflight_experience_negative | pricing_fees_negative,0,0,0,-1,-1,-1,2025-11-25 18:13:10.718143628
Hong Kong to Taipei. Reasonable price good service the staff were polite and helpful. Really surprised that we would have a meal even for the short flight. The food is pretty delicious. However bigger portion would be better.,inflight_experience_positive | pricing_fees_positive,0,0,0,1,1,0,2025-11-25 18:18:56.387277455
Worst customer service of any airline Ive flown. I booked a changeable ticket but when trying to change it Thai Airways is making me jump through so many hoops my head is spinning First you cannot change online. You must email customer service. Customer service emails you after at least a day saying that you must contact the ticket office of your original destination. No working phone numbers for any ticket offices on their website or Google. The originating ticket office gave me a Thailand phone number to call no toll free. They finally changed my ticket but said I would receive and email a couple of days before departure to make a payment. The email arrived early in my spam folder and the link expired. I spent an hour on the phone requesting a new link. It took more than 24 hours for them to send a new link because customer service and the ticketing department are separate and you cannot contact ticketing directly. I finally received the new link but its rejecting every possible card I have and my family has. Weve tried Visa card Mastercard and debit cards from 3 different banks in different names. All are rejected. The banks say no fraud alert has been triggered the problem is with the merchant. Thai Airways refuses to take responsibility for their antiquated system and terrible technology. My flight leaves in 12 hours and I still dont have a confirmed ticket I will never fly Thai again.,online_booking_negative | checkin_boarding_process_negative,0,-1,0,0,0,-1,2025-11-25 18:24:42.056411282
Flight cancelled. Rebooking option given was 5 days later was I supposed to sleep at airport for 5 nights Customer Service bot useless customer Service Representative not much better. Would not let me talk to Supervisor or Manager. No compensation offered. No one to help at airport. Left me and other passengers stranded with no real options. Took over 8 hours to get a refund processed then they say it may take up to 30 days I have been on with their bot since 1002 it is now 642 and it still says waiting to connect to Ambassador. Not cheaper than other Airlines when all costs are added in.,flight_delay_cancellation_negative,-1,0,0,0,0,0,2025-11-25 18:30:27.725545109
If you can avoid this airline please you will do yourself a favour. The business class is not worth the money awful seats zero entertainment options.,inflight_experience_negative | pricing_fees_negative,0,0,0,-1,-1,0,2025-11-25 18:36:13.394678936
Seattle to Hong Kong with Cathay Pacific. The flight departed puctually from Seattle Tacoma Airport. The flight attendants were very friendly polite and helpful. The meals inflight were delicious Howeverthe seat was a little bit uncomfortable for me as the pillow on the seat was hard but there was a pillow extra provided. Anyway we landed in Hong Kong safely and punctually.,inflight_experience_negative | inflight_experience_positive,0,0,0,1,0,0,2025-11-25 18:41:59.063812762
